Configured with email username  None , password  False
_sa_instance_state, endtime, id, intensity, negativity, news_id, rating, rating2, starttime, time_spent, user_id
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bac9d0>","2021-09-25 19:30:35.796315","317","0","1","32","4.0","0.0","2021-09-25 19:21:11","None","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bacac0>","2021-09-25 20:04:48.310577","318","0","0","34","4.0","0.0","2021-09-25 20:04:41","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bacbb0>","2021-09-25 21:48:14.658091","319","0","0","71","4.0","0.0","2021-09-25 21:47:35","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bacca0>","2021-09-26 05:31:21.125859","320","0","1","12","3.5","0.0","2021-09-26 05:30:59","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bacd90>","2021-09-26 06:16:09.931916","321","1","1","54","2.0","0.0","2021-09-26 06:14:49","None","48",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bace80>","2021-09-26 07:06:32.623538","322","0","0","41","3.0","0.0","2021-09-26 07:06:19","None","35",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9bacf70>","2021-09-26 07:20:01.277930","323","0","0","9","4.0","0.0","2021-09-26 07:19:13","None","14",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b310a0>","2021-09-26 08:27:20.932398","324","1","1","54","3.5","0.0","2021-09-26 08:21:55","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31190>","2021-09-26 08:41:23.848811","325","0","0","9","5.0","0.0","2021-09-26 08:40:33","None","17",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31280>","2021-09-26 09:06:32.269938","326","0","0","41","3.0","0.0","2021-09-26 09:06:13","None","56",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31370>","2021-09-26 09:12:53.294624","327","1","0","2","2.0","0.0","2021-09-26 09:12:35","None","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31460>","2021-09-26 09:16:32.429299","328","0","1","6","1.0","0.0","2021-09-26 09:15:27","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31550>","2021-09-26 09:38:29.611057","329","0","0","16","4.0","0.0","2021-09-26 09:36:37","None","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31640>","2021-09-26 09:50:20.996939","330","1","0","21","0.0","0.0","2021-09-26 09:50:20.996928","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31730>","2021-09-26 09:57:43.062602","331","0","0","27","0.0","0.0","2021-09-26 09:57:43.062590","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31820>","2021-09-26 09:58:13.518802","332","0","0","36","0.0","0.0","2021-09-26 09:58:13.518792","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31910>","2021-09-26 10:07:47.830690","333","0","1","56","3.0","0.0","2021-09-26 10:07:18","None","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31a00>","2021-09-26 10:08:40.030259","334","0","0","37","4.0","0.0","2021-09-26 10:08:01","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31af0>","2021-09-26 10:26:11.756423","335","0","1","56","4.0","0.0","2021-09-26 10:25:43","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31be0>","2021-09-26 13:27:34.402896","336","0","0","23","4.0","0.0","2021-09-26 13:27:22","None","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31cd0>","2021-09-26 15:37:00.929046","337","1","0","2","4.5","0.0","2021-09-26 15:24:43","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31dc0>","2021-09-26 15:36:32.735105","338","1","0","2","4.0","0.0","2021-09-26 15:34:46","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31eb0>","2021-09-26 19:28:05.098641","339","0","0","9","4.5","0.0","2021-09-26 19:27:50","None","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b31fa0>","2021-09-26 20:35:40.914893","340","1","0","2","5.0","0.0","2021-09-26 20:25:21","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b370d0>","2021-09-27 04:15:45.665361","341","0","1","3","3.5","0.0","2021-09-27 04:15:40","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b371c0>","2021-09-27 05:32:50.419913","342","0","0","6","3.0","0.0","2021-09-27 05:32:02","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b372b0>","2021-09-27 05:33:10.763459","343","1","0","2","1.5","0.0","2021-09-27 05:32:42","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b373a0>","2021-09-27 06:06:11.182232","344","0","0","1","4.5","0.0","2021-09-27 06:04:21","None","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37490>","2021-09-27 06:34:12.780283","345","1","0","2","0.0","0.0","2021-09-27 06:34:12.780269","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37580>","2021-09-27 06:37:05.250768","346","0","0","13","3.5","0.0","2021-09-27 06:35:18","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37670>","2021-09-27 06:43:16.856138","347","0","0","33","2.5","0.0","2021-09-27 06:43:10","None","41",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37760>","2021-09-27 07:00:12.803763","348","1","0","2","3.5","0.0","2021-09-27 06:57:13","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37850>","2021-09-27 07:19:40.071723","349","0","0","31","3.0","0.0","2021-09-27 07:18:27","None","52",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37940>","2021-09-27 07:25:15.360115","350","0","0","20","5.0","0.0","2021-09-27 07:23:24","None","16",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37a30>","2021-09-27 07:28:13.501244","351","0","1","21","4.5","0.0","2021-09-27 07:24:26","None","17",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37b20>","2021-09-27 07:50:34.876744","352","1","0","2","2.0","0.0","2021-09-27 07:48:41","None","14",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37c10>","2021-09-27 07:50:37.638568","353","0","0","33","3.0","0.0","2021-09-27 07:50:24","None","49",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37d00>","2021-09-27 07:53:09.999387","354","0","0","31","2.5","0.0","2021-09-27 07:52:01","None","35",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37df0>","2021-09-27 08:02:20.180157","355","0","0","32","2.5","0.0","2021-09-27 08:00:56","None","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37ee0>","2021-09-27 08:05:12.538176","356","0","0","14","4.0","0.0","2021-09-27 08:04:36","None","48",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9d8bac0>","2021-09-27 08:16:45.345065","357","0","1","29","5.0","0.0","2021-09-27 08:15:24","None","11",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9d8b9a0>","2021-09-27 09:44:49.704141","358","0","0","20","4.0","0.0","None","None","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9d9de80>","2021-09-27 09:45:02.012326","359","0","0","20","3.5","0.0","2021-09-27 09:44:57","None","57",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b37f70>","2021-09-27 09:45:45.579245","360","0","0","19","3.5","0.0","2021-09-27 09:45:30","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c0a0>","2021-09-27 09:48:06.442034","361","0","0","1","4.5","0.0","2021-09-27 09:47:22","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c190>","2021-09-27 09:48:27.136937","362","0","0","31","2.5","0.0","2021-09-27 09:48:17","None","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c280>","2021-09-27 09:54:19.223269","363","0","1","15","3.0","0.0","None","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c340>","2021-09-27 09:55:43.078719","364","0","0","32","4.0","0.0","2021-09-27 09:54:20","None","36",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c430>","2021-09-27 09:56:52.094019","365","0","0","11","4.0","0.0","2021-09-27 09:56:41","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c520>","2021-09-27 09:58:01.376650","366","1","0","2","4.0","0.0","2021-09-27 09:57:13","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c610>","2021-09-27 10:53:38.622550","367","1","0","2","4.0","0.0","2021-09-27 10:39:44","None","31",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c700>","2021-09-27 10:52:31.907689","368","0","0","20","1.0","0.0","2021-09-27 10:52:19","None","49",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c7f0>","2021-09-27 10:55:31.066739","369","0","0","5","5.0","0.0","2021-09-27 10:52:42","None","45",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c8e0>","2021-09-27 12:14:06.710785","370","0","0","20","4.0","0.0","2021-09-27 12:12:12","None","55",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3c9d0>","2021-09-27 13:34:29.352765","371","0","1","15","3.0","0.0","2021-09-27 13:32:33","None","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3cac0>","2021-09-27 15:03:29.869010","372","1","0","2","3.0","0.0","2021-09-27 15:03:08","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3cbb0>","2021-09-27 15:14:35.100954","373","0","0","11","3.0","0.0","2021-09-27 15:14:29","None","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3cca0>","2021-09-27 22:54:26.273798","374","0","1","29","5.0","0.0","2021-09-27 22:54:16","None","14",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3cd90>","2021-09-28 04:45:39.142477","375","0","0","49","4.0","0.0","2021-09-28 04:45:25","None","35",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3ce80>","2021-09-28 05:23:10.043463","376","0","0","65","3.5","0.0","2021-09-28 05:22:54","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b3cf70>","2021-09-28 05:30:46.745104","377","1","0","2","3.5","0.0","2021-09-28 05:29:28","None","27",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b420a0>","2021-09-28 05:50:02.770519","378","0","0","74","0.5","0.0","2021-09-28 05:49:24","None","45",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42190>","2021-09-28 07:20:28.914827","379","0","0","65","2.0","0.0","2021-09-28 07:20:22","None","49",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42280>","2021-09-28 07:22:27.782179","380","0","0","65","0.5","0.0","2021-09-28 07:22:22","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42370>","2021-09-28 07:52:22.669729","381","0","0","11","3.0","0.0","2021-09-28 07:49:34","None","36",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42460>","2021-09-28 07:59:38.783164","382","1","0","59","4.0","0.0","2021-09-28 07:57:28","None","42",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42550>","2021-09-28 09:09:41.454291","383","0","1","48","4.0","0.0","2021-09-28 09:06:53","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42640>","2021-09-28 10:44:39.871826","384","0","0","89","0.0","0.0","2021-09-28 10:44:33","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42730>","2021-09-28 09:35:28.697448","385","0","1","19","4.0","0.0","2021-09-28 09:35:13","None","36",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42820>","2021-09-28 09:40:10.260966","386","0","0","73","3.0","0.0","2021-09-28 09:39:37","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42910>","2021-09-28 10:07:44.780326","387","0","0","8","0.0","0.0","2021-09-28 10:07:44.780309","None","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42a00>","2021-09-28 10:08:30.933485","388","0","0","8","3.5","0.0","2021-09-28 10:07:47","None","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42af0>","2021-09-28 10:18:54.773316","389","0","1","95","4.0","0.0","2021-09-28 10:18:38","None","14",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42be0>","2021-09-28 12:11:24.818899","390","0","0","64","4.0","0.0","2021-09-28 12:10:37","None","16",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42cd0>","2021-09-28 13:07:11.663017","391","0","0","90","3.0","0.0","2021-09-28 13:07:01","None","48",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42dc0>","2021-09-28 13:45:18.094324","392","0","1","10","4.0","0.0","2021-09-28 13:45:00","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42eb0>","2021-09-28 19:22:50.380633","393","0","0","89","3.0","0.0","2021-09-28 19:19:45","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b42fa0>","2021-09-28 19:23:19.274178","394","0","0","58","2.0","0.0","2021-09-28 19:23:12","None","18",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b470d0>","2021-09-28 20:03:44.042984","395","0","0","44","3.5","0.0","2021-09-28 20:03:21","None","34",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b471c0>","2021-09-29 02:02:28.264246","396","1","0","85","4.0","0.0","2021-09-29 02:01:39","None","14",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b472b0>","2021-09-29 02:04:25.288545","397","0","1","48","0.0","0.0","2021-09-29 02:04:25.288533","None","14",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b473a0>","2021-09-29 04:37:36.041752","398","0","0","10","2.5","0.0","2021-09-29 04:36:34","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47490>","2021-09-29 05:42:08.496064","399","0","0","89","0.0","0.0","2021-09-29 05:42:08.496053","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47580>","2021-09-29 08:28:15.608156","400","0","0","91","4.5","0.0","2021-09-29 08:27:37","None","30",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47670>","2021-09-29 08:46:14.936633","401","0","0","84","4.0","0.0","2021-09-29 08:45:16","None","36",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47760>","2021-09-29 09:18:17.945345","402","0","2","72","2.5","0.0","2021-09-29 09:18:02","None","51",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47850>","2021-09-29 09:20:35.426064","403","0","0","84","2.5","0.0","2021-09-29 09:20:28","None","54",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47940>","2021-09-29 10:40:23.867423","404","1","0","70","5.0","0.0","2021-09-29 10:39:27","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47a30>","2021-09-29 10:41:10.890766","405","0","0","13","3.5","0.0","2021-09-29 10:40:44","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47b20>","2021-09-29 10:41:17.304123","406","0","0","4","0.0","0.0","2021-09-29 10:41:17.304114","None","46",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47c10>","2021-09-29 11:09:44.752710","407","0","0","65","4.5","0.0","2021-09-29 11:09:17","None","16",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47d00>","2021-09-29 12:35:39.531913","408","0","0","91","2.5","0.0","2021-09-29 12:35:11","None","35",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47df0>","2021-09-29 13:08:36.164259","409","0","0","18","4.5","0.0","2021-09-29 13:06:57","None","12",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47ee0>","2021-09-29 13:09:16.112794","410","0","0","84","3.0","0.0","2021-09-29 13:08:59","None","38",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b47fd0>","2021-09-29 13:39:44.150608","411","0","0","61","5.0","0.0","2021-09-29 13:37:46","None","45",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b4c100>","2021-09-29 21:31:28.497551","412","1","1","60","4.0","0.0","2021-09-29 21:31:04","None","39",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b4c1f0>","2021-09-30 05:20:13.964161","413","0","0","17","1.5","0.0","2021-09-30 05:20:05","None","20",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b4c2e0>","2021-09-30 09:01:53.013560","414","0","0","89","4.0","0.0","2021-09-30 09:01:41","None","43",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b4c3d0>","2021-09-30 09:15:52.106769","415","0","0","78","0.5","0.0","2021-09-30 09:14:06","None","33",
"<sqlalchemy.orm.state.InstanceState object at 0x7f9ac9b4c4c0>","2021-09-30 09:22:18.007978","416","0","0","92","3.5","0.0","2021-09-30 09:21:54","None","55",

